Trace
Swept SA
A.03.08,N9010A
1749990954.67134,-69.4588498411646
1749991004.67134,-71.6422859761327
1749991054.67134,-70.7860363400302
1749991104.67134,-71.9175089271322
1749991154.67134,-65.911530082331
1749991204.67134,-68.0819696252075
1749991254.67134,-66.4688567433805
1749991304.67134,-68.197410250199
1749991354.67134,-66.9474388084434
1749991404.67134,-66.8702233860017
1749991454.67134,-65.8358432723893
1749991504.67134,-68.827364930483
1749991554.67134,-63.5683109298341
1749991604.67134,-62.8573179976262
1749991654.67134,-62.9903424613457
1749991704.67134,-66.7012665145305
1749991754.67134,-64.1103471993318
1749991804.67134,-64.6669093388466
1749991854.67134,-64.2449006147878
1749991904.67134,-65.6714733213655
1749991954.67134,-64.772411170839
1749992004.67134,-66.644692416768
1749992054.67134,-64.8519200404568
1749992104.67134,-67.2792343697836
1749992154.67134,-68.5177380407086
1749992204.67134,-67.4397809302801
1749992254.67134,-65.5025163063712
1749992304.67134,-66.7876550993938
1749992354.67134,-65.1477843422307
1749992404.67134,-67.7509356366534
1749992454.67134,-70.1239698633913
1749992504.67134,-66.0812488788724
1749992554.67134,-64.744888004162
1749992604.67134,-68.7295061740379
1749992654.67134,-66.9604333912106
1749992704.67134,-66.9848976497524
1749992754.67134,-66.1110643967304
1749992804.67134,-65.4275936526325
1749992854.67134,-64.4765450293591
1749992904.67134,-64.5392346992117
1749992954.67134,-66.7715994034536
1749993004.67134,-66.6752711905474
1749993054.67134,-66.7517220262165
1749993104.67134,-64.5071249643714
1749993154.67134,-64.1371028304875
1749993204.67134,-68.8395944567656
1749993254.67134,-66.5735912486128
1749993304.67134,-67.562865074436
1749993354.67134,-67.5743326886959
1749993404.67134,-67.1561464548827
1749993454.67134,-66.2326200849571
1749993504.67134,-66.7815371526478
1749993554.67134,-67.1813749087702
1749993604.67134,-68.6951017394557
1749993654.67134,-67.0659341141604
1749993704.67134,-68.241748049995
1749993754.67134,-67.1110399583326
1749993804.67134,-69.5437057818317
1749993854.67134,-65.2379939038225
1749993904.67134,-64.150862782881
1749993954.67134,-63.8114209623887
1749994004.67134,-68.9351567390005
1749994054.67134,-66.3985175394382
1749994104.67134,-69.494776795036
1749994154.67134,-66.6439245028675
1749994204.67134,-65.9099963160447
1749994254.67134,-65.9099963160447
1749994304.67134,-67.6584271218148
1749994354.67134,-66.4084557061543
1749994404.67134,-68.915278931194
1749994454.67134,-67.066697304844
1749994504.67134,-70.3754899720644
1749994554.67134,-71.4266890636335
1749994604.67134,-69.9358973831825
1749994654.67134,-65.9956205620391
1749994704.67134,-66.2532599091667
1749994754.67134,-69.0628285212196
1749994804.67134,-70.6216611830297
1749994854.67134,-68.7715505658005
1749994904.67134,-68.149240618104
1749994954.67134,-69.7371246937594
1749995004.67134,-70.914467685711
1749995054.67134,-70.788323680948
1749995104.67134,-69.7111311051018
1749995154.67134,-70.0475148264077
1749995204.67134,-66.3908705887654
1749995254.67134,-65.7135160169453
1749995304.67134,-65.7555639185016
1749995354.67134,-68.3472476378071
1749995404.67134,-67.5636262949379
1749995454.67134,-67.5636262949379
1749995504.67134,-70.641537307701
1749995554.67134,-69.8166326630955
1749995604.67134,-72.5191700347548
1749995654.67134,-66.4138051388121
1749995704.67134,-65.9963834265336
1749995754.67134,-65.8740620555393
1749995804.67134,-67.9504670283992
1749995854.67134,-67.7478720966341
1749995904.67134,-68.8640544618026
1749995954.67134,-67.8808964429256
1749996004.67134,-67.8808964429256
1749996054.67134,-69.4175583194651
1749996104.67134,-72.3525063625561
1749996154.67134,-69.4909511211856
1749996204.67134,-71.142289336038
1749996254.67134,-72.0077127869402
1749996304.67134,-73.2790903750035
1749996354.67134,-70.2585171986841
1749996404.67134,-71.1224117630875
1749996454.67134,-67.0322912262692
1749996504.67134,-68.649991132924
1749996554.67134,-67.320510899836
1749996604.67134,-73.7293853911851
1749996654.67134,-68.9810230599636
1749996704.67134,-68.9810230599636
1749996754.67134,-70.5597329554876
1749996804.67134,-68.3518323532167
1749996854.67134,-68.2279819652481
1749996904.67134,-70.8877068485785
1749996954.67134,-68.6966255504534
1749997004.67134,-69.8112787551244
1749997054.67134,-69.8112787551244
1749997104.67134,-71.9106189434566
1749997154.67134,-70.9595702158027
1749997204.67134,-69.2608323181752
1749997254.67134,-69.2333099995897
1749997304.67134,-72.2821697550782
1749997354.67134,-69.7417078826044
1749997404.67134,-71.8517513332801
1749997454.67134,-68.4175790262607
1749997504.67134,-69.0276567598772
1749997554.67134,-66.7211345627618
1749997604.67134,-66.7211345627618
1749997654.67134,-71.392281341066
1749997704.67134,-72.0283523241035
1749997754.67134,-73.8379437957994
1749997804.67134,-71.7752997930427
1749997854.67134,-71.1736315744997
1749997904.67134,-72.1223865548836
1749997954.67134,-72.9595233091886
1749998004.67134,-75.3531992259374
1749998054.67134,-72.4557120073847
1749998104.67134,-72.5619785566252
1749998154.67134,-69.0039559921128
1749998204.67134,-73.7140927163101
1749998254.67134,-70.1858859567021
1749998304.67134,-72.938116445265
1749998354.67134,-71.594110485683
1749998404.67134,-74.7163630298444
1749998454.67134,-71.7103155147811
1749998504.67134,-72.8708394243956
1749998554.67134,-71.4113926702038
1749998604.67134,-73.5359616255649
1749998654.67134,-70.6178325865258
1749998704.67134,-71.7118442055665
1749998754.67134,-68.911449564884
1749998804.67134,-73.9373282942812
1749998854.67134,-70.8586524337943
1749998904.67134,-71.5490036107536
1749998954.67134,-68.6048812570557
1749999004.67134,-66.9520138686582
1749999054.67134,-66.9466622962005
1749999104.67134,-70.1652429358401
1749999154.67134,-68.4382182241875
1749999204.67134,-71.1162913503525
1749999254.67134,-74.5626955191678
1749999304.67134,-72.1177972467326
1749999354.67134,-71.6613856407513
1749999404.67134,-73.2981981943475
1749999454.67134,-73.2981981943475
1749999504.67134,-75.3386712291678
1749999554.67134,-74.0305970510546
1749999604.67134,-76.216326776722
1749999654.67134,-74.8264502296246
1749999704.67134,-72.4901122536999
1749999754.67134,-71.0115527612339
1749999804.67134,-71.0184333245708
1749999854.67134,-71.2424342591204
1749999904.67134,-75.7989046991118
1749999954.67134,-70.9404531196432
1750000004.67134,-73.7981858055303
1750000054.67134,-71.2477855184367
1750000104.67134,-72.1598440131512
1750000154.67134,-72.5994363280343
1750000204.67134,-73.5718910454252
1750000254.67134,-70.7806703761132
1750000304.67134,-73.0489670836324
1750000354.67134,-69.6186174495244
1750000404.67134,-72.9755740470558
1750000454.67134,-73.0596699675966
1750000504.67134,-71.2133818275655
1750000554.67134,-70.8349500089898
1750000604.67134,-71.3991572464239
1750000654.67134,-69.8930754614673
1750000704.67134,-71.7133701302689
1750000754.67134,-72.0482248085054
1750000804.67134,-73.0153279273434
1750000854.67134,-70.9962608822601
1750000904.67134,-74.3363983974543
1750000954.67134,-71.0467182727948
